"","user_id","os","fx_version","pilot_ver","num_extensions","r_fx_use","r_other_browser_use","r_primary_browser","r_gender","r_age","r_time_on_web","skill","other_browser","r_place","smartphone","reason_web_use","freq_website","news","bookmarks","folders","folder_max_depth","bookmark_status_first","bookmark_status_last","bookmark_status_records","bookmark_choose_first","bookmark_choose_last","bookmark_choose","history_items","history_status_first","history_status_last","history_status_records","num_windows","num_tabs","num_tabs_records","private_on_first","private_on_last","private_on_records","profile_age_oldest","profile_age_first","profile_age_last","profile_age_records"
"302",18490,"WINNT Windows NT 5.1","4.0b6","1.0.3",3,3,0,"0",0,2,5,10,NA,"0|1","3|7","0|1|3|4|5|6","0|1|6|7|8","1|4",18.4736842105263,2,1,254837699,771850872,19,499261285,499261285,1,16302.5789473684,254837535,771850505,19,1.2421875,2.3359375,256,423622933,423622933,1,"2009-11-03",254837608,771850746,19
"303",18504,"Linux Linux i686 on x86_64","4.0b7","1.0.3",3,6,1,"1",0,3,3,9,"0","0|1","7","0|1|4|6|<freeform-text removed>","0|1|2|8|9|<freeform-text removed>","0|1|3",1293.14285714286,201,4,387848375,915645271,7,391441895,826999270,45,474.571428571429,387848146,915644192,7,1.01156069364162,1.89595375722543,173,463945104,827021070,4,"2010-10-21",387848159,915644196,7
"304",18507,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",22,5,1,"1",0,2,6,8,"0","0|1|3","0","0|3|4|5|6","3|6|8|12","0|1|5",401.25,100.75,4,275132799,703096904,4,279996681,763891211,171,0,275132672,703096794,4,1.02212389380531,3.8141592920354,226,605989701,691206866,3,"2010-01-15",275132675,703096798,4
"305",18524,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",6,5,1,"2",0,3,3,6,"0","0|1","0|3|4","3|4|5|6","2|3|8|9","0|1|2",59.9666666666667,16,2,247978512,821795409,30,248106642,832899656,971,29680,247978361,821794445,30,1.79753086419753,2.49135802469136,405,570420406,570420406,1,"2009-07-25",247978365,821794462,30
"306",18648,"WINNT Windows NT 6.1","4.0b6","1.0.3",3,5,1,"1",0,1,2,8,"0","0|2","7","2|3|6","0|1|2","3|4",96.4,10.4,2,365598820,719415008,5,365657690,750695833,52,3721.8,365594150,719412755,5,0.95,1.5,60,719423638,719423638,1,"2010-09-21",365594288,719412980,5
"307",18730,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8,6,0,"0",0,1,6,8,NA,"0|2|3","1","2|3|4|5|6|<freeform-text removed>","0|1|2|3|4|5|7|8|9|10","0|1|3|5",129.8,3,1,248224991,647244514,5,250641754,782171763,212,41330.6,248223627,647244006,5,1.10831234256927,6.47858942065491,794,759113298,759113298,1,"2010-04-01",248223701,647244052,5
"308",18778,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",4,6,0,NA,0,2,4,10,NA,"0|1|3","1","0|1|3|4|5|6","0|1|2|3|6|7|9|10","0|1|3",49,18,1,463012968,820275264,11,554484985,721977782,2,13530.3636363636,463012513,820273843,11,0.94300518134715,4.03108808290155,193,646979901,716349363,3,"2009-12-02",463012515,820274105,11
"309",18780,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,3,0,"1",0,0,1,9,"0","0","0","4|6","0|1|2","1",30,1,1,320843264,835731820,36,320849037,837920058,425,17921.0277777778,320840566,835731167,36,1.09019607843137,2.98039215686275,1020,479206590,669301720,2,"2010-08-06",320840575,835731207,36
"310",18793,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8,6,1,"1",0,1,4,10,"0","0","7","3|4|5|6","0|1|2|7|8|9|10","0|1|3",51.8518518518519,3,1,250001967,849216951,27,251624583,856239095,30,102933.666666667,249999438,849211599,27,1,42.0941300898995,1891,265429814,841128227,7,"2009-08-24",249999565,849211837,27
"311",18825,"WINNT Windows NT 6.0","4.0b6","1.0.3",8,6,1,"1",0,2,1,10,"3","0|1","6","1|3|4|5|6","0|1|2|6|8","0",42,3,1,319703723,840547034,21,511327336,840618317,43,3215.85714285714,319702892,840546806,21,0.939759036144578,5.65060240963855,249,449732438,449732438,1,"2009-07-30",319702914,840547016,21
"312",19068,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",2,6,1,"2",0,1,2,3,"0","0|2","7","2|3|4|5|6","2|3|6|7","0|2|3|4",44.5044247787611,1,1,247057414,843149494,113,323056092,850249293,52,820.486725663717,247057300,843149416,113,1.15756302521008,2.60924369747899,952,508867407,800496178,6,"2010-08-28",247057303,843149418,113
"313",19351,"WINNT Windows NT 5.1","4.0b6","1.0.3",4,6,1,"1",0,1,6,9,"0|1|2|3","0|1|3","0|6","1|3|4|6","0|1|2|4|5|6|7|8|9|12","0|1|2|3|4",13,2,1,308931442,826357024,6,480094899,828331828,4,169.166666666667,308927743,826353530,6,1.21383647798742,9.52201257861635,477,565745854,565745854,1,"2009-10-16",308927861,826353722,6
"314",19359,"WINNT Windows NT 5.1","4.0b6","1.0.3",5,5,1,"1",0,1,5,10,"0|3","0|1","7","0|4|5|6","0|1|2|3|6|8","0|1|3|5",57,13,1,246754224,756690557,9,302037729,765140801,36,11924.1111111111,246753466,756689841,9,1.00082034454471,5.21739130434783,1219,418137781,418137781,1,"2010-09-08",246753529,756689908,9
"315",19390,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",6,5,0,"1",0,1,2,8,"0|1","0|2","7","0|2|4|6","0|1|5|9","0|1",129.294117647059,6,2,292000011,826211174,17,318993462,885341807,55,14493.2941176471,291999927,826211087,17,1.19578947368421,2.68421052631579,475,406490343,716419538,4,"2010-09-13",291999929,826211089,17
"316",19395,"WINNT Windows NT 5.1","4.0b6","1.0.3",8,5,1,"1",0,2,2,8,"0|<freeform-text removed>","0|1|3","4","1|3|4|5|6","0|1|3|9","1|3",365.759259259259,31,2,249107126,831954227,54,252299124,833162617,337,10301.1296296296,249106891,831953936,54,0.978430472693896,3.49839375860486,2179,681082011,681082011,1,"2005-04-10",249107013,831954020,54
"317",19421,"WINNT Windows NT 5.1","4.0b6","1.0.3",15,6,0,"1",0,2,1,10,"0|1","0|1","7","0|1|3|6","0|5|6|7","0",558,21,1,288932870,850556919,29,301850512,812493830,5,3669.68965517241,288932423,850555718,29,0.888392857142857,1.82589285714286,224,303346980,385626896,4,"2005-10-05",288932576,850556015,29
"318",19486,"WINNT Windows NT 6.1","4.0b7","1.0.3",3,6,1,"1",NA,5,2,7,"0|3","0|1","7","0|3|4|5","5|7|8","1|2",46.4285714285714,2,1,384051400,750203873,28,406317646,741926745,7,625.035714285714,384051256,750203641,28,1.69940476190476,2.33928571428571,336,663336526,663336526,1,"2010-08-06",384051361,750203750,28
"319",19500,"WINNT Windows NT 5.1","4.0b8pre","1.0.1",35,6,0,"0",0,1,2,8,NA,"0|2","7","0|1|2|4|5|6","0|1|2|7|9","0|1",50.4444444444444,52,3,325262894,673810852,9,325490210,676880915,42,20279.7777777778,325262274,673810555,9,0.994318181818182,3.33806818181818,352,424592348,424592348,1,"2010-01-16",325262432,673810559,9
"320",19520,"WINNT Windows NT 5.1","4.0b6","1.0.3",4,4,1,"1",0,2,2,3,"0|3","0","7","2|3|4|5|6","0|1|2|7|8|12","1",114.45,17,2,250818505,841828168,20,255913152,847171066,27,3695.90476190476,250796029,841819962,21,0.954545454545455,2.79411764705882,374,321944349,841838275,10,"2010-01-21",250797696,841820207,21
"321",19542,"WINNT Windows NT 6.1","4.0b6","1.0.3",3,3,1,"1",0,0,4,10,"0|2|3","0|1|2|3","1|2","0|1|2|3|4|5","0|1|2|3|4|5|6|7|8|9|10|12","0|1|2|3|4|5",34.6666666666667,2,1,254470459,831494184,12,543408991,775672668,3,2891.5,254470439,831494032,12,1.07705779334501,7.5954465849387,571,505521149,700441311,2,"2010-09-14",254470446,831494172,12
"322",19635,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,6,1,"1",0,2,6,8,"3","0","4","6","7","2",49.6875,10.8125,1,249951523,842322712,16,257492840,309221290,6,1801.5,249948793,842322275,16,0.98728813559322,2.55508474576271,236,267315490,267315490,1,"2010-06-26",249950932,842322427,16
"323",19677,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10,5,0,"0",0,1,2,8,NA,"0|2","0","0|2|4|6","0|1|5|7|9","0|1|2|3",465,66,1,282497821,844833851,31,286311027,849815928,37,9811.61290322581,282497179,844833404,31,0.963414634146341,5.86062717770035,574,288793160,767319602,3,"2010-08-06",282497224,844833450,31
"324",19714,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1549295774648,2,1,288902224,827175676,71,290381237,290381237,1,5.32394366197183,288899876,827172464,71,1.30559540889527,1.89526542324247,697,303170747,303170747,1,"2009-07-30",288900100,827172472,71
"325",19852,"WINNT Windows NT 6.1","4.0b6","1.0.1",15,5,1,"1",0,1,2,7,"0|1|2|3","0","<freeform-text removed>","2|3|4|5|6","1|2|3|5","1",77,6,1,492411676,912600308,13,492413930,912797509,164,22598.6923076923,492408543,912599245,13,1.02696078431373,2.33578431372549,408,502499435,912802030,13,"2009-11-03",492408910,912599892,13
"326",20096,"WINNT Windows NT 6.1","4.0b6","1.0.3",5,2,1,"1",0,1,4,8,"0|3","0|1|2|3","7","2|4|5|6","0|1|2|3|7|8|9|10|12","0|1|2",25,3,1,249937161,842038821,66,249947697,842528939,103,9644.56060606061,249934297,842036617,66,1.01987142022209,3.74459380479252,1711,343736271,819178330,6,"2010-04-01",249934409,842036664,66
"327",20153,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8,4,0,"0",0,0,2,8,NA,"0|3","7","1|4|5|6","1|2|10","0|1|5",43.8333333333333,2,1,306183993,848388611,18,306214877,848475737,126,3.66666666666667,306183906,848388475,18,1.00442967884828,3.46622369878184,903,469195740,744694395,3,"2010-06-26",306183936,848388494,18
"328",20181,"WINNT Windows NT 6.1","4.0b6","1.0.3",10,4,1,"1",0,0,1,7,"3","0|3","7","2|3|4|5|6","0|1|7|11","0|1|2|3|4|5",33,1,1,313086124,830997653,56,480770519,830589210,14,12657.6964285714,313085342,830994937,56,0.867313915857605,1.30097087378641,309,827703583,831011725,2,"2010-04-01",313085359,830995003,56
"329",20231,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,5,1,"1",0,1,6,10,"0|1|3","0|1|3","0","0|1|3|4|5|6","0|2|3|5|6|9|10","1",148,50,3,246665228,845657973,100,246665868,845669293,1089,22577.16,246662655,845656275,100,0.91648590021692,2.23644251626898,922,503192862,684929691,2,"2009-07-30",246662814,845656333,100
"330",20243,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",6,6,0,NA,0,1,2,10,NA,"0|1|3","4","0|3|4|6","0|5","1|2",200.8125,22,2,283251138,799921917,16,283316060,821440585,163,37353.5625,283251060,799920366,16,1.03645833333333,6.05729166666667,576,306555511,311897772,2,"2010-07-22",283251064,799920392,16
"331",20263,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",8,5,0,"1",0,4,3,9,"2|3","0|1","7","0|4|5|6","1|3|4|6|7|8|10","1|5",57,10,1,297914321,842799139,28,298014136,826372382,29,17.0357142857143,297912583,842792835,28,0.90948275862069,1.24137931034483,232,343670101,773919465,5,"2010-06-26",297912670,842793235,28
"332",20344,"WINNT Windows NT 5.1","4.0b7","1.0.3",8,5,1,"1",0,3,3,7,"3","0","7","5|6","2|3|4|6|7|8|9","0|1|2|3",14,1,1,333883461,837666464,15,501115217,549069365,2,68.6,333882941,837664837,15,1.41780821917808,1.45890410958904,146,443900358,838118047,5,"2008-07-02",333883217,837665578,15
"333",20353,"Linux Linux i686","3.6.12","1.0.1",10,6,1,"1",0,2,2,6,"0|3","0|1","4","1|2|4|5|6","0|2|3|4|6|7|8","0|1|3|4|5",883,129,5,278818380,795894526,13,310089091,795927312,43,9782.15384615385,278818021,795890608,13,1.90843373493976,11.5397590361446,415,365628816,648627506,3,"2010-05-03",278818025,795890611,13
"334",20359,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",13,6,0,"0",0,1,4,8,"1","0|1|2|3","0","2|3|4|5|6","3|8","1|5",81.2307692307692,13,1,310796192,868172949,13,326082828,869802597,29,39374,310796110,868172527,13,1.31927710843373,4.63855421686747,166,670989830,824459888,2,"2009-06-24",310796115,868172535,13
"335",20434,"WINNT Windows NT 6.1","4.0b6","1.0.3",8,5,1,"1",0,1,3,8,"3","0|2|3","0","2|4|6","0|1|3|7|9","1|3|4",72.9523809523809,10,1,309640420,835868377,21,326677636,873075811,212,51901.2857142857,309636900,835866413,21,1.12153110047847,3.12344497607655,1045,443534264,794659991,2,"2009-08-24",309637203,835866668,21
"336",20464,"WINNT Windows NT 6.1","4.0b6","1.0.3",11,6,0,"1",0,3,1,10,NA,"0|1|3","2","1|3|4|6","0|2|5|6|7|8|9","1",60.2727272727273,8,1,284161980,824432071,33,285969472,824988996,39,201.515151515152,284157840,824427562,33,0.879807692307692,1.55288461538462,208,301248547,807341884,8,"2010-04-23",284158152,824427720,33
"337",20485,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",6,5,1,"1",0,1,3,7,"0","0|1|2","7","2|3|4|5|6","0|1|3|4|8","0|1|3|5",6282,162,2,268894829,863337221,40,293696043,864559446,340,0,268894545,863336927,40,1.05855855855856,1.01801801801802,222,365228588,520039779,3,"2008-07-02",268894548,863336930,40
"338",20597,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",8,6,1,"2",0,2,6,10,"0|1","0|1|3","0","0|1|4|5|6","0|2|3|5|6|7|8|9|10|12","0|1|3|5",249,31,3,294776567,860326425,16,297131332,841511506,12,1242.375,294776467,860325311,16,1.2516339869281,2.80392156862745,306,470018918,860336256,7,"2009-04-23",294776471,860325314,16
"339",20763,"WINNT Windows NT 6.0","4.0b6","1.0.3",11,5,1,"2",0,0,3,9,"0","0","7","0|2|4|5|6","0|1|2|3|4|9","0",1306,87,4,292689510,763847043,21,294244514,854075183,1105,11650.7142857143,292688369,763838506,21,1.66703377386197,3.41372980910426,2724,336014393,853087018,5,"2010-01-29",292688381,763839914,21
"340",20786,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",4,5,0,"0",0,1,2,10,NA,"0|1|2|3","0","2|3|4|5|6","0|1|2|3|7|9","0|1",312.175438596491,35,3,263654781,818825484,57,263728490,819253554,537,59673.2456140351,263653265,818823580,57,0.995106761565836,3.40569395017794,2248,307935475,703757883,7,"2010-04-01",263653270,818823586,57
"341",20828,"WINNT Windows NT 5.1","4.0b6","1.0.3",3,0,1,"5",0,NA,4,5,"3","0|1|3","7","0","<freeform-text removed>","0",4.36170212765957,2,1,275243560,807404155,47,275319485,806602406,6,3393.25531914894,275243425,807404012,47,1.39861523244313,3.5568743818002,1011,725326741,725326741,1,"2010-10-05",275243493,807404083,47
"342",20836,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,5,0,"0",0,1,2,9,NA,"0|1|2","7","0|2|3|4|6","0|2|4|6|7","0|1",39.3666666666667,6,1,300835667,816944753,30,300849161,817138434,186,8638.5,300835367,816944478,30,0.863157894736842,1.34736842105263,190,570992717,570992717,1,"2007-07-29",300835501,816944531,30
"343",20928,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,0,0,"0",0,2,3,8,"<freeform-text removed>","0|1","7","3|5|6|<freeform-text removed>","0|3|5|6|10","2",81,11,2,1885197371,-1878051346,22,1993561649,-1876504125,21,2043.95454545455,1885195491,-1878052671,22,1.04195804195804,1.28671328671329,143,-1967447992,-1967447992,1,"2009-08-24",1885195617,-1878052196,22
"344",20993,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",15,6,0,NA,0,0,2,8,NA,"0","4","3|5|6","0|1|3|4|5|7",NA,35.8928571428571,1,1,320452928,885211153,28,323407449,884590434,83,14390.1785714286,320450260,885207064,28,0.998607242339833,3.6949860724234,718,482855998,831700287,8,"2010-04-01",320450277,885207309,28
"345",21260,"WINNT Windows NT 6.0","4.0b6","1.0.3",5,5,1,"1",0,1,4,10,"0|3","0|1","7","0|3|4","0|1|2|8|9","0|2|3",16.6444444444444,1,1,308622614,840794724,45,665419771,838386257,2,19110.9555555556,308619127,840791218,45,1.1958836053939,3.80127750177431,1409,308841159,832762125,4,"2009-04-24",308619172,840791228,45
"346",21272,"WINNT Windows NT 5.1","4.0b7","1.0.3",14,6,1,"1",0,1,5,8,"0|3","0|1","7","0|1|3|4|5|6","0|1|2|3|7|8","1|3",2713.28571428571,522.285714285714,6,283442555,800220359,7,292460986,819405516,23,3823.42857142857,283439759,800216988,7,1.04221635883905,10.009234828496,758,391403704,825858450,4,"2009-05-02",283439765,800216993,7
"347",21375,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.1",5,5,1,"1",0,3,4,8,"3","0|1","7","1|4|6","0|2|4|6|7|8|9|12","0|1|3",16.3103448275862,1,1,370986609,860183902,29,294350593,857465420,67,12326.3793103448,370985615,860182471,29,1.01854304635762,3.41986754966887,755,379620202,724142913,4,"2010-06-26",370985621,860182488,29
"348",21408,"WINNT Windows NT 6.0","4.0b6","1.0.3",14,5,0,"0",0,1,1,8,NA,"0","1","6","1|3|6|8|12","0|4|5",312,29,1,255498643,716277788,30,289922757,716373352,33,23990.8,255498087,716277625,30,1.02536231884058,2.46739130434783,276,648447389,648447389,1,"2005-05-08",255498141,716277632,30
"349",21432,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",29,4,0,"1",0,1,3,8,NA,"0|2|3","7","0|1|4|5|6","0|1|2|3|7","1",300,18,3,305793018,764315618,16,305842235,767956114,184,12584.8125,305789582,764313322,16,1.04891304347826,7.83260869565217,920,390680372,584602801,2,"2007-07-29",305789721,764313328,16
"350",21508,"WINNT Windows NT 5.1","4.0b6","1.0.3",16,4,1,"1",0,1,3,7,"0","0","7","2|4|5|6","2|8|9","0",63.0714285714286,5,2,278240484,840252662,28,278274140,851542761,159,2992.85714285714,278239974,840252316,28,1.03381642512077,2.3707729468599,828,805114408,805114408,1,"2007-07-14",278240197,840252464,28
"351",21616,"WINNT Windows NT 6.1","4.0b6","1.0.3",10,1,1,"1",0,1,3,7,"0|1|2|3","0|2","6","0|1|2|3|4|5|6|<freeform-text removed>","0|1|3|5|7|8|12","5",21.9333333333333,3,1,262664179,847641764,15,264060304,854809123,33,19009.4666666667,262662899,847641186,15,1.11297071129707,3.79497907949791,478,346066808,419420561,2,"2010-04-01",262663665,847641238,15
"352",21621,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",11,6,1,"1",0,1,6,8,"0|3","0|1|2","7","0|1|2|6","0|1|7|8|9","0|1",141.714285714286,10,2,284499675,803513362,7,284534939,388993974,21,5593.14285714286,284496546,803510793,7,0.975,8.83928571428571,280,296111736,803572592,3,"2010-09-14",284496658,803511239,7
"353",21667,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",7,6,1,"1",0,3,6,10,"0|3","0|1|3","0","0|1|3|4|5|6","0|2|3|6|12","0|1|5",270.815789473684,90.6842105263158,3,297663140,861292925,38,298983114,863752059,70,14887,297662239,861291596,38,1.13532110091743,4.03899082568807,436,349344147,349344147,1,"2010-07-22",297662546,861291609,38
"354",21769,"WINNT Windows NT 6.1","4.0b6","1.0.3",3,0,1,"5",0,1,3,9,"3","0|1|2|3","2","0|1|2|3|4|6","0|6|8","0|1|2",13,1,1,281842080,792965904,29,333959285,738472064,4,6090.31034482759,281840496,792964458,29,1.15328467153285,2.91727493917275,411,812577239,812577239,1,"2010-04-01",281841748,792964982,29
"355",21856,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",6,6,0,NA,0,1,3,7,NA,"0","7","4|5|6","0|1|2|3|6|8|10","0",21,2,1,257462578,841193980,79,345441617,528734573,2,7119.70886075949,257460109,841193875,79,1.02494802494802,1.37006237006237,481,417811447,841209509,12,"2010-01-16",257460188,841193909,79
"356",21899,"WINNT Windows NT 5.1","4.0b6","1.0.3",4,4,1,"1",0,2,5,8,"3|8","0|1|<freeform-text removed>","<freeform-text removed>","0|4|5|6","0|1|2|3|4|11","0|1|3|5",26,2,1,382312754,774216435,17,383425782,773966387,45,5428.29411764706,382310389,774215802,17,1.42682926829268,3.69512195121951,328,637803905,774222095,3,"2010-08-06",382310787,774215862,17
"357",22161,"WINNT Windows NT 6.0","4.0b6","1.0.3",9,6,1,"2",0,2,2,6,"0|2","0|1|3","4","1|4|5|6","0|2|3|8","0|1",24.5,3.05555555555556,1,277842553,823754495,36,285491892,849510018,45,589,277841127,823754465,36,1.01442307692308,2.48365384615385,1040,645605509,645605509,1,"2010-06-30",277841150,823754480,36
"358",22177,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",10,5,1,"1",0,3,4,8,"1","0|1|3","0","0|1|3|4|5|6","0|1|2|3|8|9|12","0|1|2|5|<freeform-text removed>",1943,282,6,370154760,805212305,6,314478835,829777591,34,7571.66666666667,370154605,805211966,6,1.94764397905759,4.43979057591623,191,847920114,847920114,1,"2005-04-23",370154609,805211970,6
"359",22221,"WINNT Windows NT 5.1","4.0b6","1.0.3",3,5,1,"1",0,1,2,7,"2","0|2","7","0|2|3|4|6","0|8","1",26.1914893617021,0,0,285689630,839871039,47,666506734,837148676,4,1341.55319148936,285686196,839867359,47,1.1588683351469,5.64309031556039,919,321368030,838115680,10,"2010-05-01",285686507,839867369,47
"360",22270,"WINNT Windows NT 6.1","4.0b6","1.0.3",11,5,1,"4",0,1,6,9,"0|2","0","1","0|1|4|6|<freeform-text removed>","0|1|2|3|8|9|12","0|1|5",49.5833333333333,2,1,273946529,837383121,12,849685100,849685100,1,13984.5833333333,273942327,837382055,12,1.01181683899557,23.8788774002954,1354,538624755,538624755,1,"2010-09-08",273942563,837382313,12
"361",22312,"WINNT Windows NT 5.1","4.0b6","1.0.3",7,6,0,"0",0,5,2,6,NA,"0","4","6","0|2|6|7|10","0|2",97.7037037037037,9,1,248725593,805716897,27,276107721,805770196,73,12663.5925925926,248723347,805713729,27,1.04887983706721,2.71283095723014,491,344027294,784639794,3,"2005-05-08",248723497,805713902,27
"362",22378,"WINNT Windows NT 5.1","4.0b6","1.0.3",10,6,0,"1",0,1,3,10,"3|<freeform-text removed>","0|1|2|3","3","0|1|2|4|5|6","0|1|2|3|4|5|6|7|8|9|10|12","0|1|2|3|<freeform-text removed>",266.2,21.8,2,250562523,796453434,15,282855644,765444384,110,41213.8,250560732,796451401,15,0.993788819875776,6.87577639751553,805,598171840,767219443,2,"2010-01-16",250560858,796451405,15
"363",22482,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,5,0,"1",0,0,3,9,"0","0","7","0|2|4|5|6","0|1|2|3|5|7|8","0|2",20,7,2,312499490,425652877,10,312975343,420496275,42,18111.3,312495477,425648945,10,1.00169491525424,9.24915254237288,1180,403677253,420519557,2,"2010-07-21",312495653,425648952,10
"364",22512,"WINNT Windows NT 6.1","4.0b6","1.0.3",1,6,0,"1",0,2,4,8,"0|3","0|1|2","7","0|1|2|3|4|5|6","0|1|2|3","0|1|3|5",20.3,3,1,284023305,880224547,30,284120019,849236413,152,2283.3,284018086,880223639,30,1.01178918169209,4.06657420249653,1442,294776929,880864484,12,"2010-10-12",284018353,880223914,30
"365",22632,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",3,6,0,"0",0,1,3,10,NA,"0|2","1","0|4","1|2|7|9","0",29,11,2,271247620,849862574,31,278717730,807970879,57,763.354838709677,271244862,849861560,31,0.988847583643123,3.37546468401487,807,393869792,644818845,3,"2010-04-01",271245164,849861692,31
"366",22759,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",10,5,1,"1",0,1,2,9,"0|2|3","0|1|2|3","4","2|3|5","0|1|2|3|7","0|1|2",163.75,1,1,313179689,855539820,104,314142698,853937085,196,46.875,313178568,855539198,104,0.942191544434858,5.48317515099223,1159,676325597,676325597,1,"2010-01-16",313179034,855539216,104
"367",22982,"WINNT Windows NT 6.1","4.0b6","1.0.3",13,6,0,"1",0,0,3,8,"0","0|1|2|3","1","0|2|3|4|5|6","0|1|2|3|4|5|7|8|9","0|1|2|3|4|5",163,37,2.26923076923077,271056230,793008104,26,331879958,765288712,39,232.653846153846,271053767,793005057,26,1.06960556844548,5.87587006960557,862,331581312,766966951,8,"2010-01-16",271054098,793005225,26
"368",23189,"Darwin Intel Mac OS X 10.6","4.0b6","1.0.3",6,6,1,"1",0,2,2,10,"1|3","0|1","6","0|1|3|4|6","0|6|7","0|1|3",32,5,1,502367141,848550718,11,677099271,759295075,3,4995.72727272727,502366677,848550595,11,1.01515151515152,1.07575757575758,66,848687680,848687680,1,"2010-04-01",502366680,848550597,11
"369",23235,"WINNT Windows NT 5.1","4.0b6","1.0.3",12,5,1,"1",0,3,1,9,"3","0|1","7","0|1|6|<freeform-text removed>","0|9","0|1",190,22,2,326315808,878150657,16,577364906,577593479,4,12692.5625,326315696,878150417,16,1.07909604519774,6.1638418079096,354,827660707,827660707,1,"2005-12-03",326315775,878150479,16
"370",23336,"WINNT Windows NT 6.0","3.6.12","1.0.1",8,3,1,"1",0,1,3,6,"2","0","7","0|2|3|4|6","0|1|7","1|3",277,84.962962962963,4,301760439,835987438,54,301961640,840786228,176,27946.4814814815,301759788,835987366,54,1.13008130081301,2.23983739837398,984,311397510,314104383,2,"2008-03-17",301760272,835987375,54
"371",23340,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",5,4,1,"1",0,2,4,5,"0","0|1","7","3|4|5|6","0|1|3|4|8|9|10","1|2|3",73,6,1,316042361,894784379,12,331530414,859786705,55,14814.6666666667,316039644,894779247,12,1.06351791530945,21.6026058631922,614,423240097,858747912,5,"2009-11-03",316039783,894779337,12
"372",23395,"WINNT Windows NT 6.0","4.0b6","1.0.3",32,6,1,"1",0,3,4,9,"0|1|2|3|<freeform-text removed>","0|1|3","6","0|1|3|4|5","0|3|5|7","0|1|2",69,17,1,275576327,835151688,26,319805587,846882573,21,9833.23076923077,275575958,835149973,26,1.13729977116705,3.38901601830664,437,416725436,785614072,10,"2009-07-30",275576008,835150459,26
"373",23410,"WINNT Windows NT 5.1","4.0b6","1.0.3",17,6,0,"0",0,1,6,10,NA,"0|1|2|3|<freeform-text removed>","1|3|4","0|2|3|4|6|<freeform-text removed>","0|1|2|3|4|9|11","1|2",535.7,2,1,321917851,820102245,10,322100325,823886187,18,3773.9,321917304,820101815,10,1.04,2.66823529411765,425,552043713,552043713,1,"2008-03-17",321917679,820102098,10
"374",23415,"WINNT Windows NT 6.1; WOW64","4.0b6","1.0.3",9,5,0,"1",0,1,3,8,"0|2","0|2","7","2|4|5|6","0|1|5|7|8","0|1",82,20,3,251967670,825708344,46,252109256,827750776,126,29105.847826087,251966214,825704878,46,0.943349753694581,5.08128078817734,812,271824933,795738553,6,"2009-08-24",251966892,825705082,46
"375",23443,"WINNT Windows NT 5.1","4.0b6","1.0.3",7,5,1,"1",0,1,4,8,"0|3","0|1","6","1|3|4|5|6","0|1|2|3|5|6|7|9","0|1|2|3",63.2931034482759,15.1206896551724,2,287749663,826609666,58,287903464,812074786,67,2646.18644067797,287747137,826607406,59,0.915993537964459,2.17609046849758,619,292210959,826651275,35,"2010-07-23",287747239,826607412,59
"376",23446,"WINNT Windows NT 5.1","4.0b6","1.0.3",6,4,0,"0",0,0,2,10,NA,"0|1","7","3|4|6","0|1|7|10","5",27.0338983050847,0,0,297665502,834855414,59,432821220,456983382,3,87.9152542372881,297665156,834852135,59,1.03145695364238,2.35596026490066,604,409324140,792535123,4,"2010-07-23",297665395,834852224,59
